x1,x2,µA1,µA2,µB1,µB2,output
2.1,2.3,0.9859647331021882,0.35127663695081346,0.9453722819755307,0.26434915204672876,2.1993813789620713
2.3,2.5,0.9442171165926231,0.2638201964070981,0.7337323763342104,0.2032070887617118,2.4008871521517308
2.5,2.6,0.7317709407895141,0.20291215893667033,0.6196762753346853,0.17975291021583908,2.550643327130922
2.6,2.5,0.61775401981211,0.17953608504302468,0.7337323763342104,0.2032070887617118,2.5496775938310035
2.5,2.2,0.7317709407895141,0.20291215893667033,0.9964873609404538,0.30425030468902264,2.347467784538832
2.2,1.7,0.9961860971298292,0.3035500294640926,0.583026750605496,0.6509548326520566,1.9144422551721565
1.7,1.3,0.5839667420698312,0.6486788281578794,0.2886779860776561,0.988406382600773,1.4638917677012575
1.3,0.8,0.2889236893072906,0.9874123656822874,0.14035864207906976,0.6891305081529291,1.0121479504833415
0.8,0.6,0.1403654193499332,0.6928153973350748,0.11052733891402401,0.5082564909643821,0.6867459889497173
0.6,0.5,0.1105080629244182,0.5114357175743725,0.09893843115772263,0.43502627548542866,0.5434526616023365
0.5,0.7,0.09891173326602927,0.4378270862334928,0.12417261809976148,0.5934807534985275,0.6139418160084876
0.7,1.0,0.12416407469977454,0.5969889006842637,0.18302284799026278,0.8854584914309025,0.870633671442258
1.0,1.4,0.18308190604449376,0.8884377325594667,0.3414657425353347,0.9347100092004803,1.2165548313263248
1.4,1.8,0.3418262381757008,0.9326791675849062,0.6935805664954068,0.5589755924931212,1.5902207742388583
1.8,2.2,0.694736943430755,0.5570700902638988,0.9964873609404538,0.30425030468902264,1.987275102998177
2.2,2.5,0.9961860971298292,0.3035500294640926,0.7337323763342104,0.2032070887617118,2.350519768687637
2.5,2.6,0.7317709407895141,0.20291215893667033,0.6196762753346853,0.17975291021583908,2.550643327130922
2.2,2.0,0.9961860971298292,0.3035500294640926,0.9160880509305466,0.40974426975162936,2.095536482157744
2.0,1.8,0.9171803432326956,0.40854873838844713,0.6935805664954068,0.5589755924931212,1.8917255288785984
1.8,1.7,0.694736943430755,0.5570700902638988,0.583026750605496,0.6509548326520566,1.7460022271733093
1.7,1.8,0.5839667420698312,0.6486788281578794,0.6935805664954068,0.5589755924931212,1.750748853808128
1.8,2.0,0.694736943430755,0.5570700902638988,0.9160880509305466,0.40974426975162936,1.8973119584631584
2.0,2.2,0.9171803432326956,0.40854873838844713,0.9964873609404538,0.30425030468902264,2.098471126486164
2.2,2.4,0.9961860971298292,0.3035500294640926,0.8492033496371075,0.23107232661265206,2.300213274828364
2.4,2.6,0.847468475037358,0.23067568034265754,0.6196762753346853,0.17975291021583908,2.5013979806394304
2.6,2.7,0.61775401981211,0.17953608504302468,0.5181004929760072,0.15989864650711139,2.650744191139338
2.7,2.5,0.5163573656627473,0.15974183735451358,0.7337323763342104,0.2032070887617118,2.5997505738406232
2.5,2.1,0.7317709407895141,0.20291215893667033,0.9854194561601862,0.3521964572825424,2.2940167970592804
2.1,1.6,0.9859647331021882,0.35127663695081346,0.486828526225151,0.7507010559172727,1.8076400131511197
1.6,1.0,0.48753962185597943,0.7481650468717181,0.18302284799026278,0.8854584914309025,1.2431050791162794
1.0,0.6,0.18308190604449376,0.8884377325594667,0.11052733891402401,0.5082564909643821,0.7733791800068214
0.6,0.4,0.1105080629244182,0.5114357175743725,0.08902668560812084,0.37333239237304716,0.4873150445342398
0.4,0.4,0.08899496222946927,0.37576280250702193,0.08902668560812084,0.37333239237304716,0.3999999998138538
0.4,0.6,0.08899496222946927,0.37576280250702193,0.11052733891402401,0.5082564909643821,0.5137965869665275
0.6,1.0,0.1105080629244182,0.5114357175743725,0.18302284799026278,0.8854584914309025,0.8277695913314932
1.0,1.4,0.18308190604449376,0.8884377325594667,0.3414657425353347,0.9347100092004803,1.2165548313263248
1.4,1.9,0.3418262381757008,0.9326791675849062,0.8104183786405487,0.4783695346864821,1.6275194317371875
1.9,2.4,0.8116766686839701,0.47684047895957105,0.8492033496371075,0.23107232661265206,2.1383411212223304
2.4,2.6,0.847468475037358,0.23067568034265754,0.6196762753346853,0.17975291021583908,2.5013979806394304
2.4,2.2,0.847468475037358,0.23067568034265754,0.9964873609404538,0.30425030468902264,2.2982010981729273
2.2,1.9,0.9961860971298292,0.3035500294640926,0.8104183786405487,0.4783695346864821,2.0391415451817063
1.9,1.8,0.8116766686839701,0.47684047895957105,0.6935805664954068,0.5589755924931212,1.8468245257326052
1.8,1.8,0.694736943430755,0.5570700902638988,0.6935805664954068,0.5589755924931212,1.7999999998852012
1.8,1.9,0.694736943430755,0.5570700902638988,0.8104183786405487,0.4783695346864821,1.8501750907966037
1.9,2.1,0.8116766686839701,0.47684047895957105,0.9854194561601862,0.3521964572825424,1.9976780946393025
2.1,2.3,0.9859647331021882,0.35127663695081346,0.9453722819755307,0.26434915204672876,2.1993813789620713
2.3,2.6,0.9442171165926231,0.2638201964070981,0.6196762753346853,0.17975291021583908,2.4518609896465318
2.6,2.7,0.61775401981211,0.17953608504302468,0.5181004929760072,0.15989864650711139,2.650744191139338
2.7,2.7,0.5163573656627473,0.15974183735451358,0.5181004929760072,0.15989864650711139,2.699999999410988
2.7,2.4,0.5163573656627473,0.15974183735451358,0.8492033496371075,0.23107232661265206,2.549825961017734
2.4,1.9,0.847468475037358,0.23067568034265754,0.8104183786405487,0.4783695346864821,2.130307048115972
1.9,1.4,0.8116766686839701,0.47684047895957105,0.3414657425353347,0.9347100092004803,1.6002113731407257
1.4,0.8,0.3418262381757008,0.9326791675849062,0.14035864207906976,0.6891305081529291,1.0516428132692968
0.8,0.5,0.1403654193499332,0.6928153973350748,0.09893843115772263,0.43502627548542866,0.6306855668683362
0.5,0.3,0.09891173326602927,0.4378270862334928,0.08049320522446635,0.32184249428269435,0.3875808609128731
0.3,0.4,0.08045819551806536,0.32393702747964337,0.08902668560812084,0.37333239237304716,0.35659622270375885
0.4,0.7,0.08899496222946927,0.37576280250702193,0.12417261809976148,0.5934807534985275,0.5711662372594839
0.7,1.1,0.12416407469977454,0.5969889006842637,0.21134093413912947,0.9601687912136148,0.9264813299878976
1.1,1.6,0.21144294781977369,0.9620530505249504,0.486828526225151,0.7507010559172727,1.3535450638945719
1.6,2.1,0.48753962185597943,0.7481650468717181,0.9854194561601862,0.3521964572825424,1.8237554242192726
2.1,2.5,0.9859647331021882,0.35127663695081346,0.7337323763342104,0.2032070887617118,2.2986146173582003
2.5,2.3,0.7317709407895141,0.20291215893667033,0.9453722819755307,0.26434915204672876,2.398994068236661
2.3,2.0,0.9442171165926231,0.2638201964070981,0.9160880509305466,0.40974426975162936,2.14253567923755
2.0,1.8,0.9171803432326956,0.40854873838844713,0.6935805664954068,0.5589755924931212,1.8917255288785984
1.8,1.8,0.694736943430755,0.5570700902638988,0.6935805664954068,0.5589755924931212,1.7999999998852012
1.8,1.8,0.694736943430755,0.5570700902638988,0.6935805664954068,0.5589755924931212,1.7999999998852012
1.8,2.0,0.694736943430755,0.5570700902638988,0.9160880509305466,0.40974426975162936,1.8973119584631584
2.0,2.2,0.9171803432326956,0.40854873838844713,0.9964873609404538,0.30425030468902264,2.098471126486164
2.2,2.5,0.9961860971298292,0.3035500294640926,0.7337323763342104,0.2032070887617118,2.350519768687637
2.5,2.7,0.7317709407895141,0.20291215893667033,0.5181004929760072,0.15989864650711139,2.6017738577171285
